a12a	calcium	http://en.wikipedia.org/wiki/atc_code_a12a	
a12b	potassium	http://en.wikipedia.org/wiki/atc_code_a12b	
a12c	other mineral supplements	http://en.wikipedia.org/wiki/atc_code_a12c	
a13a	tonics	http://en.wikipedia.org/wiki/atc_code_a13a	
a14a	anabolic steroids	http://en.wikipedia.org/wiki/atc_code_a14a	
a14b	other anabolic agents	http://en.wikipedia.org/wiki/atc_code_a14b	
a16a	other alimentary tract and metabolism products	http://en.wikipedia.org/wiki/atc_code_a16a	
b01a	antithrombotic agents	http://en.wikipedia.org/wiki/atc_code_b01a	
b02a	antifibrinolytics	http://en.wikipedia.org/wiki/atc_code_b02a	
b02b	vitamin k and other hemostatics	http://en.wikipedia.org/wiki/atc_code_b02b	
b03a	iron preparations	http://en.wikipedia.org/wiki/atc_code_b03a	
b03b	vitamin b12 and folic acid	http://en.wikipedia.org/wiki/atc_code_b03b	
b03x	other antianemic preparations	http://en.wikipedia.org/wiki/atc_code_b03x	
b05a	blood and related products	http://en.wikipedia.org/wiki/atc_code_b05a	
b05b	i.v. solutions	http://en.wikipedia.org/wiki/atc_code_b05b	
b05c	irrigating solutions	http://en.wikipedia.org/wiki/atc_code_b05c	
b05d	peritoneal dialytics	http://en.wikipedia.org/wiki/atc_code_b05d	
b05x	i.v. solution additives	http://en.wikipedia.org/wiki/atc_code_b05x	
b05z	hemodialytics and hemofiltrates	http://en.wikipedia.org/wiki/atc_code_b05z	
b06a	other hematological agents	http://en.wikipedia.org/wiki/atc_code_b06a	
c01a	cardiac glycosides	http://en.wikipedia.org/wiki/atc_code_c01a	
c01b	antiarrhythmics, class i and iii	http://en.wikipedia.org/wiki/atc_code_c01b	
c01c	cardiac stimulants excluding cardiac glycosides	http://en.wikipedia.org/wiki/atc_code_c01c	
c01d	vasodilators used in cardiac diseases	http://en.wikipedia.org/wiki/atc_code_c01d	
c01e	other cardiac preparations	http://en.wikipedia.org/wiki/atc_code_c01e	
c02a	antiadrenergic agents, centrally acting	http://en.wikipedia.org/wiki/atc_code_c02a	
c02b	antiadrenergic agents, ganglion-blocking	http://en.wikipedia.org/wiki/atc_code_c02b	
c02c	antiadrenergic agents, peripherally acting	http://en.wikipedia.org/wiki/atc_code_c02c	
c02d	arteriolar smooth muscle, agents acting on	http://en.wikipedia.org/wiki/atc_code_c02d	
c02k	other antihypertensives	http://en.wikipedia.org/wiki/atc_code_c02k	
c02l	antihypertensives and diuretics in combination	http://en.wikipedia.org/wiki/atc_code_c02l	
c02ln	serotonin antagonists and diuretics	http://en.wikipedia.org/wiki/atc_code_c02ln	
c02lx	other antihypertensives and diuretics	http://en.wikipedia.org/wiki/atc_code_c02lx	
c02n	combinations of antihypertensives in atc-group c02	http://en.wikipedia.org/wiki/atc_code_c02n	
c03a	low-ceiling diuretics, thiazides	http://en.wikipedia.org/wiki/atc_code_c03a	
c03b	low-ceiling diuretics, excluding thiazides	http://en.wikipedia.org/wiki/atc_code_c03b	
c03c	high-ceiling diuretics	http://en.wikipedia.org/wiki/atc_code_c03c	
c03d	potassium-sparing agents	http://en.wikipedia.org/wiki/atc_code_c03d	
c03e	diuretics and potassium-sparing agents in combination	http://en.wikipedia.org/wiki/atc_code_c03e	
c03x	other diuretics	http://en.wikipedia.org/wiki/atc_code_c03x	
c04a	peripheral vasodilators	http://en.wikipedia.org/wiki/atc_code_c04a	
c05a	agents for treatment of hemorrhoids and anal fissures for topical use	http://en.wikipedia.org/wiki/atc_code_c05a	
c05b	antivaricose therapy	http://en.wikipedia.org/wiki/atc_code_c05b	
c05c	capillary stabilising agents	http://en.wikipedia.org/wiki/atc_code_c05c	
c07a	beta blocking agents	http://en.wikipedia.org/wiki/atc_code_c07a	
c07b	beta blocking agents and thiazides	http://en.wikipedia.org/wiki/atc_code_c07b	
c07c	beta blocking agents and other diuretics	http://en.wikipedia.org/wiki/atc_code_c07c	
c07d	beta blocking agents, thiazides and other diuretics	http://en.wikipedia.org/wiki/atc_code_c07d	
c07e	beta blocking agents and vasodilators	http://en.wikipedia.org/wiki/atc_code_c07e	
c07f	beta blocking agents and other antihypertensives	http://en.wikipedia.org/wiki/atc_code_c07f	
c08c	selective calcium channel blockers with mainly vascular effects	http://en.wikipedia.org/wiki/atc_code_c08c	
c08d	selective calcium channel blockers with direct cardiac effects	http://en.wikipedia.org/wiki/atc_code_c08d	
c08e	non-selective calcium channel blockers	http://en.wikipedia.org/wiki/atc_code_c08e	
c08g	calcium channel blockers and diuretics	http://en.wikipedia.org/wiki/atc_code_c08g	
c09a	ace inhibitors, plain	http://en.wikipedia.org/wiki/atc_code_c09a	
c09b	ace inhibitors, combinations	http://en.wikipedia.org/wiki/atc_code_c09b	
c09c	angiotensin ii antagonists, plain	http://en.wikipedia.org/wiki/atc_code_c09c	
c09d	angiotensin ii antagonists, combinations	http://en.wikipedia.org/wiki/atc_code_c09d	
c09x	other agents acting on the renin-angiotensin system	http://en.wikipedia.org/wiki/atc_code_c09x	
c10a	lipid modifying agents, plain	http://en.wikipedia.org/wiki/atc_code_c10a	
c10b	lipid modifying agents, combinations	http://en.wikipedia.org/wiki/atc_code_c10b	
d01a	antifungals for topical use	http://en.wikipedia.org/wiki/atc_code_d01a	
d01b	antifungals for systemic use	http://en.wikipedia.org/wiki/atc_code_d01b	
d02a	emollients and protectives	http://en.wikipedia.org/wiki/atc_code_d02a	
d02b	protectives against uv-radiation	http://en.wikipedia.org/wiki/atc_code_d02b	
d03a	cicatrizants	http://en.wikipedia.org/wiki/atc_code_d03a	
d03b	enzymes	http://en.wikipedia.org/wiki/atc_code_d03b	
d04a	antipruritics, including antihistamines, anesthetics, etc.	http://en.wikipedia.org/wiki/atc_code_d04a	
d05a	antipsoriatics for topical use	http://en.wikipedia.org/wiki/atc_code_d05a	
d05b	antipsoriatics for systemic use	http://en.wikipedia.org/wiki/atc_code_d05b	
d06a	antibiotics for topical use	http://en.wikipedia.org/wiki/atc_code_d06a	
d06b	chemotherapeutics for topical use	http://en.wikipedia.org/wiki/atc_code_d06b	
d06c	antibiotics and chemotherapeutics, combinations	http://en.wikipedia.org/wiki/atc_code_d06c	
d07a	corticosteroids, plain	http://en.wikipedia.org/wiki/atc_code_d07a	
d07b	corticosteroids, combinations with antiseptics	http://en.wikipedia.org/wiki/atc_code_d07b	
d07c	corticosteroids, combinations with antibiotics	http://en.wikipedia.org/wiki/atc_code_d07c	
d07x	corticosteroids, other combinations	http://en.wikipedia.org/wiki/atc_code_d07x	
d08a	antiseptics and disinfectants	http://en.wikipedia.org/wiki/atc_code_d08a	
d09a	medicated dressings	http://en.wikipedia.org/wiki/atc_code_d09a	
d10a	anti-acne preparations for topical use	http://en.wikipedia.org/wiki/atc_code_d10a	
d10b	anti-acne preparations for systemic use	http://en.wikipedia.org/wiki/atc_code_d10b	
d11a	other dermatological preparations	http://en.wikipedia.org/wiki/atc_code_d11a	
g01a	antiinfectives and antiseptics, excluding combinations with corticosteroids	http://en.wikipedia.org/wiki/atc_code_g01a	
g01b	antiinfectives/antiseptics in combination with corticosteroids	http://en.wikipedia.org/wiki/atc_code_g01b	
g02a	oxytocics	http://en.wikipedia.org/wiki/atc_code_g02a	
g02b	contraceptives for topical use	http://en.wikipedia.org/wiki/atc_code_g02b	
g02c	other gynecologicals	http://en.wikipedia.org/wiki/atc_code_g02c	
g03a	hormonal contraceptives for systemic use	http://en.wikipedia.org/wiki/atc_code_g03a	
g03b	androgens	http://en.wikipedia.org/wiki/atc_code_g03b	
g03c	estrogens	http://en.wikipedia.org/wiki/atc_code_g03c	
g03d	progestogens	http://en.wikipedia.org/wiki/atc_code_g03d	
g03e	androgens and female sex hormones in combination	http://en.wikipedia.org/wiki/atc_code_g03e	
g03f	progestogens and estrogens in combination	http://en.wikipedia.org/wiki/atc_code_g03f	
g03g	gonadotropins and other ovulation stimulants	http://en.wikipedia.org/wiki/atc_code_g03g	
g03h	antiandrogens	http://en.wikipedia.org/wiki/atc_code_g03h	
g03x	other sex hormones and modulators of the genital system	http://en.wikipedia.org/wiki/atc_code_g03x	
g04b	urologicals	http://en.wikipedia.org/wiki/atc_code_g04b	
g04c	drugs used in benign prostatic hypertrophy	http://en.wikipedia.org/wiki/atc_code_g04c	
h01a	anterior pituitary lobe hormones and analogues	http://en.wikipedia.org/wiki/atc_code_h01a	
h01b	posterior pituitary lobe hormones	http://en.wikipedia.org/wiki/atc_code_h01b	
h01c	hypothalamic hormones	http://en.wikipedia.org/wiki/atc_code_h01c	
h02a	corticosteroids for systemic use, plain	http://en.wikipedia.org/wiki/atc_code_h02a	
h02b	corticosteroids for systemic use, combinations	http://en.wikipedia.org/wiki/atc_code_h02b	
h02c	antiadrenal preparations	http://en.wikipedia.org/wiki/atc_code_h02c	
h03a	thyroid preparations	http://en.wikipedia.org/wiki/atc_code_h03a	
h03b	antithyroid preparations	http://en.wikipedia.org/wiki/atc_code_h03b	
h03c	iodine therapy	http://en.wikipedia.org/wiki/atc_code_h03c	
h04a	glycogenolytic hormones	http://en.wikipedia.org/wiki/atc_code_h04a	
h05a	parathyroid hormones and analogues	http://en.wikipedia.org/wiki/atc_code_h05a	
h05b	anti-parathyroid agents	http://en.wikipedia.org/wiki/atc_code_h05b	
j01a	tetracyclines	http://en.wikipedia.org/wiki/atc_code_j01a	
j01b	amphenicols	http://en.wikipedia.org/wiki/atc_code_j01b	
j01c	beta-lactam antibacterials, penicillins	http://en.wikipedia.org/wiki/atc_code_j01c	
j01d	other beta-lactam antibacterials	http://en.wikipedia.org/wiki/atc_code_j01d	
j01e	sulfonamides and trimethoprim	http://en.wikipedia.org/wiki/atc_code_j01e	
j01f	macrolides, lincosamides and streptogramins	http://en.wikipedia.org/wiki/atc_code_j01f	
j01g	aminoglycoside antibacterials	http://en.wikipedia.org/wiki/atc_code_j01g	
j01m	quinolone antibacterials	http://en.wikipedia.org/wiki/atc_code_j01m	
j01r	combinations of antibacterials	http://en.wikipedia.org/wiki/atc_code_j01r	
j01x	other antibacterials	http://en.wikipedia.org/wiki/atc_code_j01x	
j02a	antimycotics for systemic use	http://en.wikipedia.org/wiki/atc_code_j02a	
j04a	drugs for treatment of tuberculosis	http://en.wikipedia.org/wiki/atc_code_j04a	
j04b	drugs for treatment of lepra	http://en.wikipedia.org/wiki/atc_code_j04b	
j05a	direct acting antiviral drugs	http://en.wikipedia.org/wiki/atc_code_j05a	
j06a	immune sera	http://en.wikipedia.org/wiki/atc_code_j06a	
j06b	immunoglobulins	http://en.wikipedia.org/wiki/atc_code_j06b	
j07a	bacterial vaccines	http://en.wikipedia.org/wiki/atc_code_j07a	
j07b	viral vaccines	http://en.wikipedia.org/wiki/atc_code_j07b	
j07c	bacterial and viral vaccines	http://en.wikipedia.org/wiki/atc_code_j07c	
j07x	other vaccines	http://en.wikipedia.org/wiki/atc_code_j07x	
l01a	alkylating agents	http://en.wikipedia.org/wiki/atc_code_l01a	
l01b	antimetabolites	http://en.wikipedia.org/wiki/atc_code_l01b	
l01c	plant alkaloids and other natural products	http://en.wikipedia.org/wiki/atc_code_l01c	
l01d	cytotoxic antibiotics and related substances	http://en.wikipedia.org/wiki/atc_code_l01d	
l01x	other antineoplastic agents	http://en.wikipedia.org/wiki/atc_code_l01x	
l02a	hormones and related agents	http://en.wikipedia.org/wiki/atc_code_l02a	
l02b	hormone antagonists and related agents	http://en.wikipedia.org/wiki/atc_code_l02b	
l03a	immunostimulants	http://en.wikipedia.org/wiki/atc_code_l03a	
l04a	immunosuppressants	http://en.wikipedia.org/wiki/atc_code_l04a	
m01a	anti-inflammatory and antirheumatic products, non-steroids	http://en.wikipedia.org/wiki/atc_code_m01a	
m01b	anti-inflammatory/antirheumatic agents in combination	http://en.wikipedia.org/wiki/atc_code_m01b	
m01c	specific antirheumatic agents	http://en.wikipedia.org/wiki/atc_code_m01c	
m02a	topical products for joint and muscular pain	http://en.wikipedia.org/wiki/atc_code_m02a	
m03a	muscle relaxants, peripherally acting agents	http://en.wikipedia.org/wiki/atc_code_m03a	
m03b	muscle relaxants, centrally acting agents	http://en.wikipedia.org/wiki/atc_code_m03b	
m03c	muscle relaxants, directly acting agents	http://en.wikipedia.org/wiki/atc_code_m03c	
m04a	antigout preparations	http://en.wikipedia.org/wiki/atc_code_m04a	
m05b	drugs affecting bone structure and mineralization	http://en.wikipedia.org/wiki/atc_code_m05b	
m09a	other drugs for disorders of the musculo-skeletal system	http://en.wikipedia.org/wiki/atc_code_m09a	
n01a	anesthetics, general	http://en.wikipedia.org/wiki/atc_code_n01a	
n01b	anesthetics, local	http://en.wikipedia.org/wiki/atc_code_n01b	
n02a	opioids	http://en.wikipedia.org/wiki/atc_code_n02a	
n02b	other analgesics and antipyretics	http://en.wikipedia.org/wiki/atc_code_n02b	
n02c	antimigraine preparations	http://en.wikipedia.org/wiki/atc_code_n02c	
n03a	antiepileptics	http://en.wikipedia.org/wiki/atc_code_n03a	
n04a	anticholinergic agents	http://en.wikipedia.org/wiki/atc_code_n04a	
n04b	dopaminergic agents	http://en.wikipedia.org/wiki/atc_code_n04b	
n05a	antipsychotics	http://en.wikipedia.org/wiki/atc_code_n05a	
n05b	anxiolytics	http://en.wikipedia.org/wiki/atc_code_n05b	
n05c	hypnotics and sedatives	http://en.wikipedia.org/wiki/atc_code_n05c	
n06a	antidepressants	http://en.wikipedia.org/wiki/atc_code_n06a	
n06b	psychostimulants, agents used for adhd and nootropics	http://en.wikipedia.org/wiki/atc_code_n06b	
n06c	psycholeptics and psychoanaleptics in combination	http://en.wikipedia.org/wiki/atc_code_n06c	
n06d	anti-dementia drugs	http://en.wikipedia.org/wiki/atc_code_n06d	
n07a	parasympathomimetics	http://en.wikipedia.org/wiki/atc_code_n07a	
n07b	drugs used in addictive disorders	http://en.wikipedia.org/wiki/atc_code_n07b	
n07c	antivertigo preparations	http://en.wikipedia.org/wiki/atc_code_n07c	
n07x	other nervous system drugs	http://en.wikipedia.org/wiki/atc_code_n07x	
p01a	agents against amoebiasis and other protozoal diseases	http://en.wikipedia.org/wiki/atc_code_p01a	
p01b	antimalarials	http://en.wikipedia.org/wiki/atc_code_p01b	
p01c	agents against leishmaniasis and trypanosomiasis	http://en.wikipedia.org/wiki/atc_code_p01c	
p02b	antitrematodals	http://en.wikipedia.org/wiki/atc_code_p02b	
p02c	antinematodal agents	http://en.wikipedia.org/wiki/atc_code_p02c	
p02d	anticestodals	http://en.wikipedia.org/wiki/atc_code_p02d	
p03a	ectoparasiticides, including scabicides	http://en.wikipedia.org/wiki/atc_code_p03a	
p03b	insecticides and repellents	http://en.wikipedia.org/wiki/atc_code_p03b	
r01a	decongestants and other nasal preparations for topical use	http://en.wikipedia.org/wiki/atc_code_r01a	
r01b	nasal decongestants for systemic use	http://en.wikipedia.org/wiki/atc_code_r01b	
r02a	throat preparations	http://en.wikipedia.org/wiki/atc_code_r02a	
r03a	adrenergics, inhalants	http://en.wikipedia.org/wiki/atc_code_r03a	
r03b	other drugs for obstructive airway diseases, inhalants	http://en.wikipedia.org/wiki/atc_code_r03b	
r03c	adrenergics for systemic use	http://en.wikipedia.org/wiki/atc_code_r03c	
r03d	other systemic drugs for obstructive airway diseases	http://en.wikipedia.org/wiki/atc_code_r03d	
r05c	expectorants, excluding combinations with cough suppressants	http://en.wikipedia.org/wiki/atc_code_r05c	
r05d	cough suppressants, excluding combinations with expectorants	http://en.wikipedia.org/wiki/atc_code_r05d	
r05f	cough suppressants and expectorants, combinations	http://en.wikipedia.org/wiki/atc_code_r05f	
r05x	other cold preparations	http://en.wikipedia.org/wiki/atc_code_r05x	
r06a	antihistamines for systemic use	http://en.wikipedia.org/wiki/atc_code_r06a	
r07a	other respiratory system products	http://en.wikipedia.org/wiki/atc_code_r07a	
s01a	anti-infectives	http://en.wikipedia.org/wiki/atc_code_s01a	
s01b	anti-inflammatory agents	http://en.wikipedia.org/wiki/atc_code_s01b	
s01c	anti-inflammatory agents and anti-infectives in combination	http://en.wikipedia.org/wiki/atc_code_s01c	
s01e	antiglaucoma preparations and miotics	http://en.wikipedia.org/wiki/atc_code_s01e	
s01f	mydriatics and cycloplegics	http://en.wikipedia.org/wiki/atc_code_s01f	
s01g	decongestants and antiallergics	http://en.wikipedia.org/wiki/atc_code_s01g	
s01h	local anesthetics	http://en.wikipedia.org/wiki/atc_code_s01h	
s01j	diagnostic agents	http://en.wikipedia.org/wiki/atc_code_s01j	
s01k	surgical aids	http://en.wikipedia.org/wiki/atc_code_s01k	
s01l	ocular vascular disorder agents	http://en.wikipedia.org/wiki/atc_code_s01l	
